番号,名称,住所,概要,URL,Geo3x3,icon
9,自然居士の池,越前市不老町22-1,自然居士の池とは・・・,,E913849981495224,9.png
10,不老神社,越前市不老町22-1,,,E913849981493875,10.png
11,正円寺,越前市不老町18-12,,,E913849981496777,11.png
12,大将軍神社,越前市不老町,,,E913849973622174,12.png
13,大徳山,越前市大滝町（轟井町）,,,E913849985373151,13.png
14,奥之院,越前市大滝町,,,E913849983775528,14.png
15,大滝の大杉,越前市大滝町,,,E913849985338954,15.png
16,社叢林,越前市大滝町,,,E913849983736842,16.png
17,ぜんまい桜,越前市大滝町,,,E913849985312519,17.png
21,国指定名勝地三田村氏庭園,越前市大滝町12-5,,,E913849982774247,21.png
23,紙祖神岡太神社・大瀧神社,越前市大滝町23-10,,,E913849982792387,23.png
26,神宮堂,越前市大滝町27-18,,,E913849981934282,26.png
27,旧寿喜娘酒造蔵,越前市大滝町28-17,,,E913849981963779,27.png
28,ECHIZEN GALLERY KITA'S,越前市大滝町29-29,,,E913849982712538,28.png
40,円成寺,越前市大滝町24-13,,,E913849982751454,40.png
45,川崎邸,越前市大滝町25-25,,,E913849981966832,45.png
46,旧福田忠雄邸,越前市大滝町25-27,,,E913849981991116,46.png
47,記憶の家,越前市大滝町27-16,,,E913849981935447,47.png
48,柳瀬彦左衛門邸,越前市大滝町29-31,,,E913849982711342,48.png
50,横山大観の碑,越前市岩本町11-12-1,,,E913849981899195,50.png
51,岡太神社の第一の鳥居,越前市岩本町11-1,,,E913849981977249,51.png
52,岩本神社,越前市岩本町18-1,,,E913849981948777,52.png
54,成願寺,越前市岩本町15-4,,,E913849984356271,54.png
55,吉崎邸,越前市岩本町10-19,,,E913849984268533,55.png
56,竹下邸,越前市岩本町10-20,,,E913849984269253,56.png
57,吉田邸,越前市岩本町10-29,,,E913849984317545,57.png
59,登録文化財綴の家,越前市岩本町17-12,,,E913849984326125,59.png
60,成願寺,越前市岩本町15-4,,,E913849984356193,60.png
61,秋葉山展望台,越前市岩本町,,,E913849984367861,61.png
62,登録文化財根岸家住宅,越前市岩本町16-8,,,E913849984327473,62.png
63,辻岡邸,越前市岩本町15-20,,,E913849984349246,63.png
64,岡本郵便局,越前市岩本町10-15,,,E913849984267531,64.png
65,吉田邸,越前市岩本町10-5,,,E913849984281344,65.png
67,井上邸,越前市岩本町9-2-1,,,E913849984273664,67.png
68,オーマート,越前市新在家町10-9-2,,,E913849984521228,68.png
69,紙の文化博物館,越前市新在家町11-12,,,E913849984288329,69.png
70,越前和紙の里美術館,越前市新在家町11-13-1,,,E913849984285289,70.png
72,パピルス館,越前市新在家町8-44,,https://www.echizenwashi.jp/facility/papyrus/,E913849984426975,72.png
73,和紙の店うめ田,越前市新在家町8-3-1,,,E913849984437662,73.png
74,喫茶さいや,越前市新在家町9-15,,,E913849984436871,74.png
76,お食事処よってこ,越前市新在家町9-21-2,,,E913849984512892,76.png
78,和紙の里通りの民家,越前市新在家町8-6,,,E913849984511657,78.png
80,神明神社,越前市新在家町13-16,,,E913849984624739,80.png
81,善法寺,越前市新在家町13-4,,,E913849984617173,81.png
85,高野邸,越前市新在家町13-1,,,E913849984563352,85.png
86,高野邸蔵,越前市新在家町13-1-2,,,E913849984563941,86.png
87,加藤邸,越前市新在家町4-7,,,E913849984567961,87.png
88,岡本小学校,越前市定友町10-15,,,E913849984842618,88.png
89,岡本公民館,越前市定友町10-2-2,,,E913849984812557,89.png
90,唯宝寺,越前市定友町3-1,,,E913849984596997,90.png
91,今日亭,越前市定友町2-6,,,E913849984912382,91.png
92,西野商会,越前市定友町4-7-6,,,E913849984823544,92.png
93,登録文化財西野家住宅,越前市定友町4-8,,,E913849984822668,93.png
94,西野百助邸,越前市定友町9-2,,,E913849984826274,94.png
96,岡本神社,越前市定友町1-11,,,E913849984919766,96.png
98,細井喜平商店,越前市定友町12-12,,,E913849984889288,98.png
99,西野邸,越前市定友町8-6,,,E913849984889334,99.png
100,杉尾の逆さ杉,越前市杉尾町,,,E913849985924567,100.png
101,杉杜神社,越前市杉尾町,,,E913849985955159,101.png
102,よのき清水,越前市杉尾町,,,E913849988193792,102.png
103,いまだて芸術館,越前市粟田部町11-1-1,,,E913849987268941,103.png
104,むさしや,越前市粟田部町35-10-1,,,E913849987227461,104.png
105,しろうるし,越前市粟田部町34-30,,,E913849984877573,105.png
106,エスポワール,越前市粟田部町32-16-1,,,E913849987125217,106.png
107,大陸飯店,越前市粟田部町33-6-9,,,E913849987125362,107.png
108,今立中央病院,越前市粟田部町33-1,,,E913849987136448,108.png
109,大黒食堂,越前市粟田部町中央２丁目908,,,E913849987162363,109.png
110,カフェ万修,越前市粟田部町39-4,,,E913849984772325,110.png
111,より処,越前市粟田部町38-3-4,,,E913849984756466,111.png
112,花筐小学校,越前市粟田部町41-12,,,E913849976926448,112.png
113,森六,越前市粟田部町26-20,,,E913849976856445,113.png
114,生蕎庵,越前市千原町7-7,,,E913849976294125,114.png
115,了慶寺,越前市粟田部町25-38,,,E913849976872439,115.png
116,円正寺,越前市粟田部町23-31,,,E913849976888944,116.png
117,福泉寺,越前市粟田部町22-23,,,E913849979224566,117.png
118,栗生寺,越前市粟田部町23-1,,,E913849979251322,118.png
119,善光寺,越前市粟田部町23-14,,,E913849979222883,119.png
120,教願寺,越前市粟田部町23-24,,,E913849979226171,120.png
121,旧今立図書館（島会館）,越前市粟田部町22-22,,,E913849979219336,121.png
122,岡太神社,越前市粟田部町19-3,,,E913849979256996,122.png
123,感應寺,越前市粟田部町28-32,,,E913849979314856,123.png
124,今立郵便局,越前市粟田部町27-41-1,,,E913849976892846,124.png
125,酒井邸,越前市粟田部町27-31,,,E913849976978362,125.png
126,勘助,越前市粟田部町29-24,,,E913849976988538,126.png
127,寿屋,越前市粟田部町29-41,,,E913849979334624,127.png
128,かせや,越前市粟田部町29-6,,,E913849979324285,128.png
129,茶碗屋,越前市粟田部町15-44,,,E913849979328748,129.png
130,大福,越前市粟田部町15-22,,,E913849979356144,130.png
131,皇子ヶ池,越前市粟田部町17-8,,,E913849979381795,131.png
132,佐山姫公園,越前市粟田部町15-55,,,E913849979382585,132.png
133,花筐公園,越前市粟田部町17,,,E913849979269646,133.png
134,ゆいまーる,越前市岩本町6-2-3,,,E913849984249535,134.png
135,パーキング,越前市新在家町8-5,,,E913849984435182,135.png
136,公衆トイレ,越前市新在家町9-21-2,,,E913849984515831,136.png
138,紙漉き娘,越前市新在家町9-21-2,,,E913849984511893,138.png
139,公衆トイレ,越前市新在家町10-11-1,,,E913849984276519,136.png
140,公衆トイレ,越前市新在家町8-44,,,E913849984423993,136.png
